,annual_income,living_place,age,working_years,employed,emp_stability,has_children,owns_realty_and_car,has_contact_information,credit_window,bad_client
8150,225000,3,51,19,True,True,False,False,False,60,False
15728,135000,3,35,4,True,False,False,True,True,60,False
29113,360000,3,44,1,True,False,False,False,True,60,False
35466,112500,3,53,7,True,True,False,True,False,60,False
1405,121500,3,27,4,True,False,False,True,True,60,False
7111,112500,3,34,1,True,False,True,True,True,60,False
8281,202500,3,29,3,True,False,False,True,True,60,False
33109,360000,3,31,6,True,True,True,False,False,60,False
12296,112500,3,32,3,True,False,True,False,True,60,False
10690,315000,5,34,3,True,False,True,True,False,60,False
18284,225000,3,41,12,True,True,True,True,True,60,False
19600,135000,4,28,6,True,True,False,False,True,60,False
19074,121500,3,29,6,True,True,True,False,False,60,False
18386,157500,3,51,6,True,True,False,True,False,60,False
23615,225000,5,44,2,True,False,False,False,True,60,False
20621,135000,3,35,5,True,False,True,False,True,60,False
4100,225000,3,26,2,True,False,True,True,True,60,False
35913,315000,3,46,2,True,False,False,True,False,60,False
14771,261000,3,41,4,True,False,True,True,False,60,False
9951,225000,3,47,4,True,False,True,True,False,60,False
28398,315000,3,38,0,True,False,True,True,False,60,False
24299,180000,5,26,5,True,False,False,False,False,60,False
23496,175500,3,51,30,True,True,False,False,True,60,False
325,292500,3,57,23,True,True,False,False,True,60,False
3760,112500,3,43,2,True,False,True,True,True,60,False
13778,112500,3,55,4,True,False,False,False,True,60,False
7306,144000,3,30,0,True,False,False,False,False,60,False
32979,166500,3,30,7,True,True,True,False,True,60,False
33380,157500,3,40,2,True,False,False,False,False,60,False
14178,121500,3,59,3,True,False,False,False,False,60,False
4220,337500,3,46,9,True,True,True,False,False,60,False
24444,157500,3,29,0,True,False,False,True,False,60,False
25763,202500,3,25,3,True,False,False,True,False,60,False
29010,112500,3,38,8,True,True,False,False,True,60,False
14576,139500,3,25,2,True,False,False,False,True,60,False
31906,126000,3,36,2,True,False,True,True,True,60,False
31578,225000,5,32,0,True,False,False,False,False,60,False
26172,76500,3,57,1,True,False,False,False,False,60,False
30971,135000,3,41,6,True,True,False,False,True,60,True
11014,99000,2,44,8,True,True,True,False,True,60,False
21055,112500,3,50,11,True,True,False,False,False,60,False
2819,256500,3,58,4,True,False,False,True,True,60,False
19305,135000,3,26,2,True,False,False,True,False,60,False
3538,225000,3,30,3,True,False,False,True,True,60,False
35031,261000,3,43,14,True,True,False,True,False,60,False
25904,135000,5,28,1,True,False,True,False,False,60,False
24661,45000,3,37,7,True,True,True,False,True,60,False
28923,112500,3,51,13,True,True,True,False,True,60,False
35094,135000,3,36,0,True,False,True,True,False,60,False
32671,157500,3,47,8,True,True,False,False,False,60,False
23204,126000,3,28,2,True,False,False,True,False,60,False
26661,112500,3,51,29,True,True,False,False,True,60,False
29942,180000,3,60,1,True,False,False,False,False,60,False
3665,99000,3,59,3,True,False,False,False,False,60,False
24975,157500,3,47,8,True,True,False,False,False,60,False
1968,270000,3,46,0,True,False,False,False,False,60,False
108,297000,4,42,8,True,True,False,False,False,60,False
21454,90000,3,43,7,True,True,False,False,True,60,False
13811,99000,3,60,14,True,True,False,False,False,60,False
33513,90000,3,42,0,True,False,False,False,False,60,False
15309,216000,3,39,6,True,True,False,False,False,60,False
19923,225000,3,25,4,True,False,False,True,False,60,False
8453,193500,3,57,19,True,True,False,False,False,60,False
31095,225000,5,33,0,True,False,False,False,True,60,False
35476,238500,5,33,7,True,True,False,True,False,60,False
10824,157500,3,30,3,True,False,True,True,True,60,False
21463,135000,3,58,9,True,True,False,True,True,60,False
25234,135000,3,42,4,True,False,True,False,False,60,False
12164,157500,3,40,7,True,True,False,False,False,60,False
33824,135000,3,28,3,True,False,False,False,True,60,False
36183,90000,3,35,0,True,False,False,True,False,60,True
23461,135000,3,25,3,True,False,True,False,False,60,False
5691,180000,3,39,2,True,False,True,False,True,60,False
17803,171000,3,50,10,True,True,False,False,False,60,False
31590,135000,3,34,0,True,False,True,False,True,60,False
31157,247500,3,22,0,True,False,False,False,False,60,False
15712,112500,3,37,6,True,True,True,False,True,60,False
9761,144000,2,45,27,True,True,False,False,True,60,False
26498,315000,3,50,7,True,True,False,True,False,60,False
4111,315000,3,29,7,True,True,False,True,False,60,False
20824,247500,3,39,20,True,True,False,True,True,60,False
28802,270000,3,36,1,True,False,True,True,True,60,False
19165,103500,3,55,4,True,False,False,False,False,60,False
16778,225000,3,51,8,True,True,True,False,False,60,False
34114,153000,3,29,1,True,False,False,False,True,60,False
18533,315000,3,44,11,True,True,True,False,True,60,False
14273,157500,3,59,4,True,False,False,True,True,60,False
17130,247500,3,28,9,True,True,False,False,False,60,False
21539,346500,3,40,6,True,True,False,False,True,60,False
11217,148500,3,41,2,True,False,True,False,False,60,False
13757,121500,3,34,1,True,False,True,False,True,60,False
10751,247500,3,41,6,True,True,False,False,False,60,False
24596,112500,3,55,2,True,False,False,False,False,60,False
23133,292500,3,50,14,True,True,True,True,True,60,False
11454,112500,3,53,1,True,False,False,False,False,60,False
10065,247500,2,42,0,True,False,True,True,True,60,False
13436,90000,3,39,0,True,False,False,False,False,60,False
27797,175500,4,29,1,True,False,True,False,False,60,False
24082,135000,2,30,3,True,False,True,False,True,60,False
15938,270000,3,44,2,True,False,False,False,False,60,False
18327,279000,3,44,10,True,True,True,True,True,60,False
27176,270000,5,24,2,True,False,False,False,True,60,False
17705,173250,3,44,6,True,True,False,True,True,60,False
2449,135000,3,46,3,True,False,False,True,False,60,False
27169,90000,3,42,9,True,True,True,True,False,60,False
6483,112500,3,28,8,True,True,True,True,True,60,False
24904,144000,3,39,3,True,False,False,False,False,60,False
3312,202500,3,38,3,True,False,False,False,True,60,False
2448,135000,3,46,3,True,False,False,True,False,60,False
13011,135000,3,48,4,True,False,True,False,False,60,False
8174,157500,3,25,1,True,False,False,False,False,60,False
14971,175500,3,51,1,True,False,True,True,False,60,False
18810,225000,3,36,10,True,True,True,False,False,60,False
11164,67500,3,30,2,True,False,True,False,False,60,False
11684,135000,3,26,1,True,False,False,False,True,60,False
18326,279000,3,44,10,True,True,True,True,True,60,False
35820,90000,3,26,2,True,False,True,False,True,60,False
36029,116100,3,27,6,True,True,False,True,False,60,False
9601,202500,3,52,1,True,False,False,False,True,60,False
24284,135000,3,62,11,True,True,False,False,False,60,False
29230,180000,3,38,4,True,False,True,True,False,60,False
36107,112500,0,32,3,True,False,True,False,True,60,True
17878,360000,3,52,28,True,True,False,False,False,60,False
8465,202500,2,50,9,True,True,False,False,False,60,False
5295,315000,4,42,17,True,True,True,False,False,60,False
22498,112500,3,59,2,True,False,False,False,True,60,False
26110,202500,3,43,13,True,True,True,False,True,60,False
6215,123750,3,45,1,True,False,False,False,False,60,False
15692,225000,3,25,5,True,False,True,False,False,60,False
21162,135000,3,57,10,True,True,False,False,False,60,False
2929,135000,3,35,4,True,False,False,False,True,60,False
24425,135000,3,27,8,True,True,True,False,True,60,False
20629,157500,3,31,8,True,True,False,False,True,60,False
34510,157500,3,53,0,True,False,False,False,False,60,False
18176,112500,3,32,1,True,False,True,True,True,60,False
26597,135000,3,45,5,True,False,False,False,False,60,False
33634,126000,3,28,7,True,True,False,False,True,60,False
9221,306000,3,35,4,True,False,True,True,False,60,False
31275,225000,3,30,8,True,True,True,False,False,60,False
31057,270000,3,43,19,True,True,False,False,True,60,False
25411,225000,3,32,3,True,False,True,False,False,60,False
2335,112500,3,28,7,True,True,True,False,True,60,False
13462,270000,3,50,24,True,True,False,False,True,60,False
28685,157500,3,38,0,True,False,True,False,True,60,False
1357,157500,3,37,11,True,True,True,True,False,60,False
28750,157500,3,37,9,True,True,True,True,False,60,False
17290,225000,3,48,8,True,True,False,True,True,60,False
35075,76500,3,32,3,True,False,True,False,False,60,False
33785,180000,3,27,3,True,False,False,False,True,60,False
31633,112500,3,47,10,True,True,False,False,True,60,False
8353,135000,5,44,8,True,True,False,True,False,60,False
24811,135000,3,30,0,True,False,True,False,True,60,False
3761,112500,3,43,2,True,False,True,True,True,60,False
15193,180000,3,28,2,True,False,True,False,False,60,False
28156,121500,3,46,3,True,False,False,False,True,60,False
33419,225000,3,50,0,True,False,False,False,False,60,False
1283,270000,3,36,8,True,True,True,False,False,60,False
27370,180000,3,26,2,True,False,False,False,True,60,False
26071,306000,3,51,23,True,True,False,False,False,60,False
32919,108000,3,43,20,True,True,False,False,True,60,False
12388,191700,3,42,17,True,True,False,False,True,60,True
24844,315000,3,55,10,True,True,False,False,True,60,False
9354,202500,3,52,1,True,False,True,True,True,60,False
35408,306000,3,34,6,True,True,False,False,True,60,False
3289,225000,3,33,7,True,True,False,False,True,60,False
23713,112500,3,29,1,True,False,True,False,True,60,False
9270,180000,3,42,18,True,True,False,False,False,60,False
4525,112500,3,38,10,True,True,False,False,True,60,False
7824,135000,3,43,8,True,True,True,False,True,60,False
15720,135000,3,35,4,True,False,False,True,True,60,False
29029,157500,3,32,1,True,False,False,False,True,60,False
350,157500,5,29,2,True,False,False,False,True,60,False
19814,225000,3,47,0,True,False,True,True,False,60,False
15432,166500,3,55,6,True,True,False,False,False,60,False
26760,157500,3,42,2,True,False,False,False,False,60,False
16265,76500,3,43,2,True,False,True,False,True,60,False
2000,67500,2,31,2,True,False,False,False,True,60,False
3045,202500,3,32,4,True,False,False,True,True,60,False
34675,90000,3,28,5,True,False,True,False,True,60,False
20266,90000,2,42,3,True,False,True,False,False,60,False
20641,202500,3,30,7,True,True,False,False,True,60,False
33149,157500,3,43,4,True,False,False,True,False,60,False
27717,157500,0,60,0,True,False,False,True,True,60,False
24103,135000,3,61,8,True,True,False,False,True,60,False
13427,90000,3,39,0,True,False,False,False,False,60,False
25782,135000,3,27,5,True,False,False,True,False,60,False
15455,144000,3,39,1,True,False,True,True,True,60,False
11379,292500,3,34,9,True,True,True,True,False,60,False
36377,270000,3,28,2,True,False,False,False,False,60,True
27990,180000,3,27,4,True,False,True,True,False,60,False
7979,103500,3,55,2,True,False,False,False,False,60,False
18152,180000,5,36,10,True,True,False,False,True,60,False
18209,135000,3,62,11,True,True,False,False,True,60,False
23150,180000,3,27,3,True,False,False,False,True,60,False
1861,90000,3,51,2,True,False,False,True,True,60,False
4411,121500,3,41,8,True,True,True,False,False,60,False
31781,225000,5,27,0,True,False,True,False,False,60,False
29860,67500,3,33,3,True,False,False,False,True,60,False
22468,225000,3,51,4,True,False,False,False,True,60,False
30715,112500,3,40,7,True,True,True,False,True,60,False
31090,157500,3,56,6,True,True,False,False,True,60,False
22596,180000,3,46,8,True,True,True,True,True,60,False
22317,247500,3,47,6,True,True,False,False,False,60,False
21119,337500,3,35,9,True,True,True,False,True,60,False
15976,225000,3,48,1,True,False,False,False,False,60,False
3611,135000,3,37,13,True,True,False,False,False,60,False
13636,135000,3,36,7,True,True,False,False,True,60,False
34326,135000,3,35,12,True,True,True,False,False,60,False
1997,112500,3,40,4,True,False,False,False,False,60,False
33214,135000,3,42,0,True,False,True,False,True,60,False
29811,270000,3,36,3,True,False,False,False,True,60,False
29622,157500,5,26,4,True,False,False,False,False,60,False
30766,112500,3,40,7,True,True,True,False,False,60,False
23105,157500,3,38,9,True,True,True,False,True,60,False
26515,315000,3,30,5,True,False,True,False,True,60,False
4047,135000,3,40,6,True,True,True,False,False,60,False
31153,157500,3,27,0,True,False,False,False,True,60,False
4217,180000,5,31,2,True,False,False,False,True,60,False
15619,202500,3,29,8,True,True,False,True,True,60,False
31305,144000,3,30,8,True,True,True,True,True,60,False
9047,112500,3,33,8,True,True,True,False,False,60,False
35682,171000,3,27,0,True,False,False,False,False,60,True
4920,180000,3,36,1,True,False,False,False,False,60,False
30720,112500,3,40,7,True,True,True,False,True,60,False
27886,225000,3,44,3,True,False,True,True,False,60,False
18558,112500,2,33,1,True,False,False,False,False,60,False
25260,112500,3,33,10,True,True,False,False,False,60,False
7414,72000,3,45,15,True,True,False,False,False,60,False
25676,112500,3,35,0,True,False,False,False,True,60,False
6252,202500,3,41,12,True,True,False,False,False,60,False
9318,135000,3,36,7,True,True,False,True,True,60,False
33445,301500,4,24,2,True,False,False,True,False,60,False
139,135000,3,48,4,True,False,False,True,False,60,False
30171,202500,3,38,0,True,False,True,False,False,60,False
6,270000,3,52,8,True,True,False,False,True,60,False
35150,225000,3,47,10,True,True,False,False,False,60,False
18050,360000,3,52,5,True,False,False,True,False,60,False
9323,135000,3,36,7,True,True,False,True,True,60,False
35519,157500,3,46,21,True,True,False,False,True,60,False
6707,135000,3,28,2,True,False,True,False,False,60,False
22211,202500,3,49,8,True,True,False,True,False,60,False
17842,126000,3,34,3,True,False,True,False,True,60,False
10314,176400,4,26,0,True,False,False,True,True,60,False
14818,225000,3,37,4,True,False,True,True,True,60,False
21692,157500,3,47,8,True,True,False,False,False,60,False
9106,108000,3,33,6,True,True,False,False,True,60,False
21143,135000,3,28,3,True,False,False,False,True,60,False
31184,166500,3,25,2,True,False,True,False,False,60,False
29775,157500,3,37,7,True,True,False,False,False,60,False
14007,180000,2,48,19,True,True,False,False,False,60,False
18121,225000,3,32,13,True,True,True,False,False,60,False
18472,185400,3,40,1,True,False,True,False,True,60,False
9691,202500,3,58,0,True,False,False,False,False,60,False
12862,126000,3,33,2,True,False,True,False,False,60,True
6883,99000,3,41,2,True,False,True,False,True,60,False
35302,247500,3,63,3,True,False,False,False,True,60,False
18501,202500,3,32,12,True,True,False,True,True,60,False
35680,157500,5,38,17,True,True,False,False,False,60,False
28556,112500,3,53,9,True,True,False,False,False,60,False
26628,189000,3,37,2,True,False,True,True,True,60,False
13216,270000,2,57,24,True,True,False,False,False,60,False
22202,202500,3,53,17,True,True,False,False,False,60,False
3321,112500,3,50,1,True,False,False,True,True,60,False
32188,270000,3,41,8,True,True,False,False,True,60,False
